Code Snippet,Syntax Error,Optimization Suggestion,Time Complexity,Cyclomatic Complexity
"const threeSum = (nums) => { nums.sort((a, b) => a - b); const result = []; for (let i = 0; i < nums.length - 2; i++) { if (i > 0 && nums[i] === nums[i - 1]) continue; let left = i + 1, right = nums.length - 1; while (left < right) { const sum = nums[i] + nums[left] + nums[right]; if (sum < 0) left++; else if (sum > 0) right--; else { result.push([nums[i], nums[left], nums[right]]); while (nums[left] === nums[left + 1]) left++; while (nums[right] === nums[right - 1]) right--; left++; right--; } } } return result; };",No,No,O(n^2),3
"function generateParenthesis(n) { const result = []; const backtrack = (open, close, path) => { if (open === n && close === n) return result.push(path); if (open < n) backtrack(open + 1, close, path + '('); if (close < open) backtrack(open, close + 1, path + ')'); }; backtrack(0, 0, ''); return result; }",No,No,O(4^n / sqrt(n)),3
"const validPalindrome = (s) => { const isPalindrome = (str, left, right) => { while (left < right) { if (str[left] !== str[right]) return false; left++; right--; } return true; }; let left = 0, right = s.length - 1; while (left < right) { if (s[left] !== s[right]) return isPalindrome(s, left + 1, right) || isPalindrome(s, left, right - 1); left++; right--; } return true; };",No,No,O(n),2
"const numIslands = (grid) => { if (!grid.length) return 0; let count = 0; const dfs = (i, j) => { if (i < 0 || i >= grid.length || j < 0 || j >= grid[0].length || grid[i][j] === '0') return; grid[i][j] = '0'; dfs(i + 1, j); dfs(i - 1, j); dfs(i, j + 1); dfs(i, j - 1); }; for (let i = 0; i < grid.length; i++) { for (let j = 0; j < grid[0].length; j++) { if (grid[i][j] === '1') { count++; dfs(i, j); } } } return count; };",No,No,O(m * n),3
"function countBattleships(board) { let count = 0; for (let i = 0; i < board.length; i++) { for (let j = 0; j < board[0].length; j++) { if (board[i][j] === 'X') { count++; while (i < board.length && board[i][j] === 'X') i++; while (j < board[0].length && board[i][j] === 'X') j++; } } } return count; }",No,No,O(m * n),3
"const numberOfSteps = (num) => { let steps = 0; while (num > 0) { num = num % 2 === 0 ? num / 2 : num - 1; steps++; } return steps; };",No,No,O(log n),2
"const majorityElement = (nums) => { let count = 0, candidate; for (let num of nums) { if (count === 0) candidate = num; count += (num === candidate) ? 1 : -1; } return candidate; };",No,No,O(n),2
"const rearrangeArray = (nums) => { const pos = [], neg = []; for (let num of nums) (num > 0 ? pos : neg).push(num); return pos.flatMap((p, i) => [p, neg[i]]); };",No,No,O(n),2
"const checkIfExist = (arr) => { const set = new Set(); for (let num of arr) { if (set.has(num * 2) || (num % 2 === 0 && set.has(num / 2))) return true; set.add(num); } return false; };",No,No,O(n),2
"function maximumWealth(accounts) { let maxWealth = 0; for (let account of accounts) { maxWealth = Math.max(maxWealth, account.reduce((a, b) => a + b, 0)); } return maxWealth; }",No,No,O(m * n),2
"const maxArea = (height) => { let left = 0, right = height.length - 1; let maxArea = 0; while (left < right) { maxArea = Math.max(maxArea, Math.min(height[left], height[right]) * (right - left)); height[left] < height[right] ? left++ : right--; } return maxArea; };",No,No,O(n),2
"const longestCommonPrefix = (strs) => { if (!strs.length) return ''; let prefix = strs[0]; for (let i = 1; i < strs.length; i++) { while (strs[i].indexOf(prefix) !== 0) { prefix = prefix.substring(0, prefix.length - 1); } } return prefix; };",No,No,O(n * m),3
"const twoSum = (nums, target) => { const map = new Map(); for (let i = 0; i < nums.length; i++) { const complement = target - nums[i]; if (map.has(complement)) return [map.get(complement), i]; map.set(nums[i], i); } };",No,No,O(n),2
"function addTwoNumbers(l1, l2) { const dummyHead = new ListNode(0); let p = l1, q = l2, current = dummyHead, carry = 0; while (p || q || carry) { const sum = (p ? p.val : 0) + (q ? q.val : 0) + carry; carry = Math.floor(sum / 10); current.next = new ListNode(sum % 10); current = current.next; if (p) p = p.next; if (q) q = q.next; } return dummyHead.next; }",No,No,O(n),3
"function reverseList(head) { let prev = null; while (head) { const nextTemp = head.next; head.next = prev; prev = head; head = nextTemp; } return prev; }",No,No,O(n),2
"function isPalindrome(head) { let slow = head, fast = head; while (fast && fast.next) { slow = slow.next; fast = fast.next.next; } let prev = null; while (slow) { const nextTemp = slow.next; slow.next = prev; prev = slow; slow = nextTemp; } slow = head; while (prev) { if (prev.val !== slow.val) return false; prev = prev.next; slow = slow.next; } return true; }",No,No,O(n),3
"function mergeTwoLists(l1, l2) { const dummy = new ListNode(0); let current = dummy; while (l1 && l2) { if (l1.val < l2.val) { current.next = l1; l1 = l1.next; } else { current.next = l2; l2 = l2.next; } current = current.next; } current.next = l1 || l2; return dummy.next; }",No,No,O(n),3
"const lengthOfLastWord = (s) => { const words = s.trim().split(' '); return words.length ? words[words.length - 1].length : 0; };",No,No,O(n),2
"const myAtoi = (s) => { s = s.trim(); const sign = s[0] === '-' ? -1 : 1; let result = 0, i = s[0] === '+' || s[0] === '-' ? 1 : 0; while (i < s.length && !isNaN(s[i])) { result = result * 10 + (s[i] - '0'); i++; } return Math.max(Math.min(result * sign, 2 ** 31 - 1), -2 ** 31); };",No,No,O(n),2
"const climbStairs = (n) => { const dp = [1, 1]; for (let i = 2; i <= n; i++) { dp[i] = dp[i - 1] + dp[i - 2]; } return dp[n]; };",No,No,O(n),2
"const rotate = (nums, k) => { k %= nums.length; reverse(nums, 0, nums.length - 1); reverse(nums, 0, k - 1); reverse(nums, k, nums.length - 1); }; const reverse = (arr, start, end) => { while (start < end) { [arr[start], arr[end]] = [arr[end], arr[start]]; start++; end--; } };",No,No,O(n),2
"function searchInsert(nums, target) { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; else if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; }",No,No,O(log n),2
"function singleNumber(nums) { const unique = new Set(); for (const num of nums) { if (unique.has(num)) unique.delete(num); else unique.add(num); } return [...unique][0]; }",No,No,O(n),2
"const sortedSquares = (nums) => { return nums.map(num => num * num).sort((a, b) => a - b); };",No,No,O(n log n),3
"function plusOne(digits) { for (let i = digits.length - 1; i >= 0; i--) { if (digits[i] < 9) { digits[i]++; return digits; } digits[i] = 0; } return [1, ...digits]; }",No,No,O(n),2
"const twoSum = (nums, target) => { const map = new Map(); for (let i = 0; i < nums.length; i++) { const complement = target - nums[i]; if (map.has(complement)) return [map.get(complement), i]; map.set(nums[i], i); } return []; };",No,No,O(n),2
"function merge(nums1, m, nums2, n) { let i = m - 1, j = n - 1, k = m + n - 1; while (i >= 0 && j >= 0) { nums1[k--] = nums1[i] > nums2[j] ? nums1[i--] : nums2[j--]; } while (j >= 0) { nums1[k--] = nums2[j--]; } }",No,No,O(m + n),2
"const validAnagram = (s, t) => { if (s.length !== t.length) return false; const count = {}; for (const char of s) { count[char] = (count[char] || 0) + 1; } for (const char of t) { if (!count[char]) return false; count[char]--; } return true; };",No,No,O(n),2
"const longestSubstring = (s) => { const set = new Set(); let left = 0, maxLength = 0; for (let right = 0; right < s.length; right++) { while (set.has(s[right])) set.delete(s[left++]); set.add(s[right]); maxLength = Math.max(maxLength, right - left + 1); } return maxLength; };",No,No,O(n),2
"const numSquares = (n) => { const dp = Array(n + 1).fill(Infinity); dp[0] = 0; for (let i = 1; i <= n; i++) { for (let j = 1; j * j <= i; j++) { dp[i] = Math.min(dp[i], dp[i - j * j] + 1); } } return dp[n]; };",No,No,O(n * sqrt(n)),3
"const largestRectangleArea = (heights) => { const stack = []; heights.push(0); let maxArea = 0; for (let i = 0; i < heights.length; i++) { while (stack.length && heights[i] < heights[stack[stack.length - 1]]) { const h = heights[stack.pop()]; const width = stack.length ? i - stack[stack.length - 1] - 1 : i; maxArea = Math.max(maxArea, h * width); } stack.push(i); } return maxArea; };",No,No,O(n),3
"function numIslands(grid) { if (!grid.length) return 0; let count = 0; const dfs = (i, j) => { if (i < 0 || i >= grid.length || j < 0 || j >= grid[0].length || grid[i][j] === '0') return; grid[i][j] = '0'; dfs(i + 1, j); dfs(i - 1, j); dfs(i, j + 1); dfs(i, j - 1); }; for (let i = 0; i < grid.length; i++) { for (let j = 0; j < grid[0].length; j++) { if (grid[i][j] === '1') { count++; dfs(i, j); } } } return count; };",No,No,O(m * n),3
"const findMedianSortedArrays = (nums1, nums2) => { const merged = [...nums1, ...nums2].sort((a, b) => a - b); const mid = merged.length / 2; return merged.length % 2 === 0 ? (merged[mid - 1] + merged[mid]) / 2 : merged[Math.floor(mid)]; };",No,No,O((m+n) log(m+n)),3
"const generate = (numRows) => { const result = []; for (let i = 0; i < numRows; i++) { const row = Array(i + 1).fill(1); for (let j = 1; j < i; j++) { row[j] = result[i - 1][j - 1] + result[i - 1][j]; } result.push(row); } return result; };",No,No,O(numRows^2),3
"const isHappy = (n) => { const seen = new Set(); while (n !== 1 && !seen.has(n)) { seen.add(n); n = n.toString().split('').reduce((acc, digit) => acc + Math.pow(digit, 2), 0); } return n === 1; };",No,No,O(log n),2
"function countVowelStrings(n) { return Math.pow(5, n); }",No,No,O(1),1
"const minPathSum = (grid) => { const m = grid.length, n = grid[0].length; for (let i = 1; i < m; i++) grid[i][0] += grid[i - 1][0]; for (let j = 1; j < n; j++) grid[0][j] += grid[0][j - 1]; for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { grid[i][j] += Math.min(grid[i - 1][j], grid[i][j - 1]); } } return grid[m - 1][n - 1]; };",No,No,O(m * n),3
"const searchMatrix = (matrix, target) => { if (!matrix.length) return false; let row = 0, col = matrix[0].length - 1; while (row < matrix.length && col >= 0) { if (matrix[row][col] === target) return true; if (matrix[row][col] > target) col--; else row++; } return false; };",No,No,O(m + n),2
"const uniquePaths = (m, n) => { const dp = Array(m).fill(null).map(() => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m * n),3
"const findKthLargest = (nums, k) => { const sorted = nums.sort((a, b) => b - a); return sorted[k - 1]; };",No,No,O(n log n),2
"function getRow(rowIndex) { const row = [1]; for (let i = 1; i <= rowIndex; i++) { for (let j = i - 1; j > 0; j--) { row[j] = row[j - 1] + row[j]; } row.push(1); } return row; }",No,No,O(rowIndex^2),3
"function countNegatives(grid) { let count = 0; for (const row of grid) { for (const num of row) { if (num < 0) count++; } } return count; }",No,No,O(m * n),2
"const longestPalindrome = (s) => { if (s.length < 1) return ''; let start = 0, end = 0; for (let i = 0; i < s.length; i++) { const len1 = expandAroundCenter(s, i, i); const len2 = expandAroundCenter(s, i, i + 1); const len = Math.max(len1, len2); if (len > end - start) { start = i - Math.floor((len - 1) / 2); end = i + Math.floor(len / 2); } } return s.substring(start, end + 1); }; const expandAroundCenter = (s, left, right) => { while (left >= 0 && right < s.length && s[left] === s[right]) { left--; right++; } return right - left - 1; };",No,No,O(n^2),3
"const backspaceCompare = (s, t) => { const buildString = (str) => { const stack = []; for (const char of str) { if (char !== '#') stack.push(char); else stack.pop(); } return stack.join(''); }; return buildString(s) === buildString(t); };",No,No,O(n),2
"const maxProfit = (prices) => { let minPrice = Infinity, maxProfit = 0; for (const price of prices) { minPrice = Math.min(minPrice, price); maxProfit = Math.max(maxProfit, price - minPrice); } return maxProfit; };",No,No,O(n),2
"function lowestCommonAncestor(root, p, q) { if (!root || root === p || root === q) return root; const left = lowestCommonAncestor(root.left, p, q); const right = lowestCommonAncestor(root.right, p, q); return left && right ? root : left || right; }",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); maxDiameter = Math.max(maxDiameter, left + right); return 1 + Math.max(left, right); }; dfs(root); return maxDiameter; };",No,No,O(n),3
"const maxDepth = (root) => { if (!root) return 0; return Math.max(maxDepth(root.left), maxDepth(root.right)) + 1; };",No,No,O(n),2
"function mergeKLists(lists) { const minHeap = new MinHeap(); for (const list of lists) { if (list) minHeap.insert(list); } const dummy = new ListNode(0); let current = dummy; while (minHeap.size()) { const node = minHeap.extractMin(); current.next = node; current = current.next; if (node.next) minHeap.insert(node.next); } return dummy.next; }",No,No,O(n log k),3
"const binaryTreePaths = (root) => { const paths = []; const dfs = (node, path) => { if (!node) return; path += node.val; if (!node.left && !node.right) { paths.push(path); return; } path += '->'; dfs(node.left, path); dfs(node.right, path); }; dfs(root, ''); return paths; };",No,No,O(n),3
"const preorderTraversal = (root) => { const result = []; const dfs = (node) => { if (!node) return; result.push(node.val); dfs(node.left); dfs(node.right); }; dfs(root); return result; };",No,No,O(n),2
"const inorderTraversal = (root) => { const result = []; const dfs = (node) => { if (!node) return; dfs(node.left); result.push(node.val); dfs(node.right); }; dfs(root); return result; };",No,No,O(n),2
"const postorderTraversal = (root) => { const result = []; const dfs = (node) => { if (!node) return; dfs(node.left); dfs(node.right); result.push(node.val); }; dfs(root); return result; };",No,No,O(n),2
"const isSymmetric = (root) => { const checkSymmetry = (left, right) => { if (!left && !right) return true; if (!left || !right) return false; return left.val === right.val && checkSymmetry(left.left, right.right) && checkSymmetry(left.right, right.left); }; return checkSymmetry(root, root); };",No,No,O(n),3
"const isSubtree = (root, subRoot) => { if (!root) return false; if (isSameTree(root, subRoot)) return true; return isSubtree(root.left, subRoot) || isSubtree(root.right, subRoot); }; const isSameTree = (p, q) => { if (!p && !q) return true; if (!p || !q) return false; return p.val === q.val && isSameTree(p.left, q.left) && isSameTree(p.right, q.right); };",No,No,O(m * n),3
